TITLE = "FUNC"
VARIABLES = "X", "Y", "F"
ZONE I=51, J=51, F=POINT
 0.0000000000000e+00  0.0000000000000e+00  1.0000000000000e+00
 2.0000000000000e-02  0.0000000000000e+00  2.0000000000000e+00
 4.0000000000000e-02  0.0000000000000e+00  2.0000000000000e+00
 6.0000000000000e-02  0.0000000000000e+00  2.0000000000000e+00
 8.0000000000000e-02  0.0000000000000e+00  2.0000000000000e+00
 1.0000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 1.2000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 1.4000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 1.6000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 1.8000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 2.0000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 2.2000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 2.4000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 2.6000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 2.8000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 3.0000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 3.2000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 3.4000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 3.6000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 3.8000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 4.0000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 4.2000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 4.4000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 4.6000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 4.8000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 5.0000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 5.2000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 5.4000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 5.6000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 5.8000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 6.0000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 6.2000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 6.4000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 6.6000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 6.8000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 7.0000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 7.2000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 7.4000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 7.6000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 7.8000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 8.0000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 8.2000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 8.4000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 8.6000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 8.8000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 9.0000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 9.2000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 9.4000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 9.6000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 9.8000000000000e-01  0.0000000000000e+00  2.0000000000000e+00
 1.0000000000000e+00  0.0000000000000e+00  1.0000000000000e+00
 0.0000000000000e+00  2.0000000000000e-02  1.0000000000000e+00
 2.0000000000000e-02  2.0000000000000e-02  1.4999874930236e+00
 4.0000000000000e-02  2.0000000000000e-02  1.6976396429786e+00
 6.0000000000000e-02  2.0000000000000e-02  1.7906210607925e+00
 8.0000000000000e-02  2.0000000000000e-02  1.8415736444518e+00
 1.0000000000000e-01  2.0000000000000e-02  1.8730486701892e+00
 1.2000000000000e-01  2.0000000000000e-02  1.8943076957147e+00
 1.4000000000000e-01  2.0000000000000e-02  1.9096530289004e+00
 1.6000000000000e-01  2.0000000000000e-02  1.9213064221741e+00
 1.8000000000000e-01  2.0000000000000e-02  1.9305174150591e+00
 2.0000000000000e-01  2.0000000000000e-02  1.9380360901416e+00
 2.2000000000000e-01  2.0000000000000e-02  1.9443341463297e+00
 2.4000000000000e-01  2.0000000000000e-02  1.9497171045559e+00
 2.6000000000000e-01  2.0000000000000e-02  1.9543858221773e+00
 2.8000000000000e-01  2.0000000000000e-02  1.9584729182898e+00
 3.0000000000000e-01  2.0000000000000e-02  1.9620659499964e+00
 3.2000000000000e-01  2.0000000000000e-02  1.9652229135245e+00
 3.4000000000000e-01  2.0000000000000e-02  1.9679827739598e+00
 3.6000000000000e-01  2.0000000000000e-02  1.9703724953812e+00
 3.8000000000000e-01  2.0000000000000e-02  1.9724115452193e+00
 4.0000000000000e-01  2.0000000000000e-02  1.9741146182073e+00
 4.2000000000000e-01  2.0000000000000e-02  1.9754931680334e+00
 4.4000000000000e-01  2.0000000000000e-02  1.9765561916126e+00
 4.6000000000000e-01  2.0000000000000e-02  1.9773105803751e+00
 4.8000000000000e-01  2.0000000000000e-02  1.9777612448037e+00
 5.0000000000000e-01  2.0000000000000e-02  1.9779111375254e+00
 5.2000000000000e-01  2.0000000000000e-02  1.9777612448037e+00
 5.4000000000000e-01  2.0000000000000e-02  1.9773105803751e+00
 5.6000000000000e-01  2.0000000000000e-02  1.9765561916126e+00
 5.8000000000000e-01  2.0000000000000e-02  1.9754931680334e+00
 6.0000000000000e-01  2.0000000000000e-02  1.9741146182073e+00
 6.2000000000000e-01  2.0000000000000e-02  1.9724115452193e+00
